1593547182.000000, IBI
11.828125,0.812500
12.562500,0.734375
13.359375,0.796875
14.187500,0.828125
42.609375,0.828125
47.562500,0.859375
48.390625,0.828125
64.390625,0.765625
68.937500,0.843750
69.812500,0.875000
70.687500,0.875000
71.531250,0.843750
72.312500,0.781250
73.125000,0.812500
73.906250,0.781250
74.687500,0.781250
75.500000,0.812500
76.296875,0.796875
77.109375,0.812500
77.906250,0.796875
78.703125,0.796875
79.515625,0.812500
80.328125,0.812500
81.140625,0.812500
81.968750,0.828125
82.781250,0.812500
83.609375,0.828125
84.421875,0.812500
85.250000,0.828125
86.031250,0.781250
86.812500,0.781250
108.250000,0.765625
109.031250,0.781250
109.812500,0.781250
116.921875,0.750000
117.671875,0.750000
118.437500,0.765625
119.218750,0.781250
120.031250,0.812500
120.796875,0.765625
121.593750,0.796875
122.375000,0.781250
123.156250,0.781250
123.968750,0.812500
142.000000,0.828125
142.812500,0.812500
143.609375,0.796875
144.390625,0.781250
145.187500,0.796875
145.984375,0.796875
146.796875,0.812500
147.546875,0.750000
148.312500,0.765625
149.156250,0.843750
149.984375,0.828125
150.812500,0.828125
151.593750,0.781250
152.375000,0.781250
153.109375,0.734375
153.890625,0.781250
154.625000,0.734375
155.375000,0.750000
156.125000,0.750000
156.890625,0.765625
157.640625,0.750000
158.375000,0.734375
159.140625,0.765625
162.718750,0.703125
185.281250,0.718750
399.656250,0.640625
403.625000,0.656250
404.359375,0.734375
405.015625,0.656250
405.718750,0.703125
406.484375,0.765625
407.062500,0.578125
437.375000,0.765625
438.109375,0.734375
438.859375,0.750000
439.578125,0.718750
459.765625,0.718750
460.484375,0.718750
461.203125,0.718750
461.937500,0.734375
462.593750,0.656250
463.328125,0.734375
464.031250,0.703125
464.734375,0.703125
465.421875,0.687500
466.109375,0.687500
466.781250,0.671875
467.500000,0.718750
468.171875,0.671875
468.890625,0.718750
469.578125,0.687500
470.281250,0.703125
471.000000,0.718750
471.656250,0.656250
472.359375,0.703125
473.046875,0.687500
473.718750,0.671875
474.421875,0.703125
475.093750,0.671875
475.765625,0.671875
476.390625,0.625000
477.140625,0.750000
477.812500,0.671875
572.515625,0.765625
573.265625,0.750000
574.015625,0.750000
574.796875,0.781250
575.531250,0.734375
576.250000,0.718750
576.984375,0.734375
577.687500,0.703125
595.390625,0.671875
596.218750,0.828125
599.562500,0.687500
600.328125,0.765625
601.000000,0.671875
601.812500,0.812500
602.562500,0.750000
644.015625,0.765625
644.750000,0.734375
687.390625,0.765625
688.093750,0.703125
688.843750,0.750000
689.578125,0.734375
690.218750,0.640625
696.593750,0.687500
807.281250,1.218750
904.078125,0.718750
904.796875,0.718750
905.500000,0.703125
906.203125,0.703125
906.921875,0.718750
907.578125,0.656250
908.312500,0.734375
937.578125,0.656250
1077.359375,0.781250
1106.796875,0.765625
1111.984375,0.750000
1127.890625,0.765625
1178.187500,0.734375
1207.421875,0.765625
1208.218750,0.796875
1208.953125,0.734375
1209.765625,0.812500
1210.562500,0.796875
1211.312500,0.750000
1212.125000,0.812500
1212.906250,0.781250
1213.656250,0.750000
1214.390625,0.734375
1247.093750,0.812500
1254.984375,0.781250
1266.546875,0.828125
1267.343750,0.796875
1268.171875,0.828125
1268.968750,0.796875
1269.765625,0.796875
1270.578125,0.812500
1271.421875,0.843750
1272.203125,0.781250
1272.968750,0.765625
1273.781250,0.812500
1302.312500,0.765625
1303.031250,0.718750
1303.796875,0.765625
1328.453125,0.687500
1329.250000,0.796875
1330.000000,0.750000
1330.781250,0.781250
1331.531250,0.750000
1332.343750,0.812500
1333.125000,0.781250
1333.875000,0.750000
1342.125000,0.765625
1342.953125,0.828125
1343.718750,0.765625
1344.468750,0.750000
1345.250000,0.781250
1345.984375,0.734375
1346.750000,0.765625
1347.468750,0.718750
1348.234375,0.765625
1349.000000,0.765625
1349.718750,0.718750
1350.468750,0.750000
1351.218750,0.750000
1352.015625,0.796875
1352.765625,0.750000
1353.500000,0.734375
1354.250000,0.750000
1355.000000,0.750000
1355.750000,0.750000
1356.515625,0.765625
1357.234375,0.718750
1358.015625,0.781250
1358.750000,0.734375
1359.500000,0.750000
1360.265625,0.765625
1361.062500,0.796875
1361.828125,0.765625
1362.500000,0.671875
1363.312500,0.812500
1364.078125,0.765625
1364.843750,0.765625
1365.578125,0.734375
1366.328125,0.750000
