1594128392.000000, 1594128392.000000, 1594128392.000000
32.000000, 32.000000, 32.000000
-13,-61,7
-13,-60,6
-13,-59,7
-13,-59,7
-14,-59,7
-13,-59,7
-14,-60,7
-14,-60,8
-15,-60,7
-15,-62,7
-15,-61,7
-15,-61,7
-15,-63,8
-16,-63,8
-15,-63,8
-15,-63,9
-14,-62,9
-14,-62,9
-14,-62,9
-14,-62,8
-14,-61,8
-14,-61,8
-14,-61,7
-14,-61,7
-13,-60,7
-13,-61,7
-13,-61,7
-13,-61,7
-13,-61,7
-13,-61,7
-13,-60,7
-14,-60,7
-14,-61,7
-14,-61,7
-14,-61,7
-14,-61,7
-14,-61,7
-15,-61,7
-15,-61,8
-15,-61,7
-15,-61,7
-15,-61,7
-15,-60,7
-15,-61,7
-15,-61,8
-15,-61,8
-15,-62,8
-15,-61,7
-15,-62,7
-15,-62,7
-15,-62,6
-14,-61,6
-14,-61,6
-14,-61,6
-14,-61,6
-13,-61,7
-14,-61,7
-13,-62,7
-13,-61,7
-14,-61,7
-14,-61,7
-14,-62,6
-15,-62,6
-15,-62,6
-15,-62,6
-15,-61,6
-14,-61,6
-14,-61,6
-15,-62,6
-15,-61,6
-15,-61,6
-15,-62,6
-16,-61,6
-16,-60,7
-16,-61,8
-16,-62,8
-16,-63,8
-16,-63,8
-15,-62,7
-15,-62,6
-15,-61,6
-14,-59,5
-14,-59,5
-14,-59,5
-14,-61,5
-15,-61,6
-16,-61,6
-16,-62,7
-15,-63,7
-15,-63,8
-14,-63,8
-14,-62,8
-14,-62,8
-13,-61,8
-13,-61,8
-14,-60,8
-14,-61,7
-14,-61,7
-14,-61,7
-14,-61,6
-13,-61,7
-14,-61,6
-14,-61,7
-14,-61,7
-14,-61,7
-14,-60,6
-15,-61,7
-15,-63,8
-19,-62,9
-22,-66,10
-26,-62,9
-27,-61,9
-29,-59,7
-26,-56,7
-24,-55,7
-22,-54,7
-21,-54,6
-21,-54,6
-19,-55,5
-17,-55,5
-16,-55,5
-15,-55,5
-15,-56,6
-15,-59,6
-15,-62,6
-15,-64,6
-16,-69,7
-16,-67,10
-14,-66,11
-14,-64,10
-16,-60,8
-16,-61,8
-15,-61,7
-16,-59,5
-16,-59,4
-17,-61,3
-18,-64,3
-17,-64,4
-16,-65,5
-17,-65,6
-15,-65,6
-14,-65,6
-13,-65,6
-11,-64,7
-11,-60,7
-12,-59,7
-15,-58,7
-19,-59,7
-20,-59,6
-35,-63,2
-42,-66,7
-46,-66,8
-76,-62,8
-80,-63,8
-79,-61,19
-88,-45,-8
-89,-39,-26
-83,-29,-27
-80,-3,-58
-77,-10,-64
-43,-21,-42
-23,-24,-31
-27,-23,-24
-41,-29,-16
-47,-27,-10
-36,-24,-7
-16,-18,8
-20,-16,16
-19,-17,21
-16,-15,45
-28,-18,59
-75,47,62
-128,79,-45
-128,87,12
-48,16,88
15,41,1
23,67,-10
20,56,-12
25,45,-8
2,34,-10
-40,4,-1
-63,7,-10
-68,-1,-18
-69,8,-17
-28,20,-1
-20,21,-2
-18,22,-4
-21,25,-2
-18,31,6
-32,24,19
-30,25,29
-17,21,54
-79,-5,48
-81,-1,37
-37,-14,46
15,-22,53
16,-27,46
-13,-53,46
-90,-95,16
-106,-93,1
-82,-56,1
-47,-60,9
-38,-66,9
-30,-74,9
-28,-78,9
-32,-87,5
-38,-81,-2
-37,-77,-6
-28,-69,-10
-20,-65,-4
-17,-65,0
-13,-63,5
-15,-60,5
-17,-59,4
-18,-58,2
-18,-58,2
-18,-59,1
-16,-60,3
-16,-61,3
-15,-62,4
-14,-62,4
-14,-62,5
-14,-61,6
-13,-60,6
-13,-60,7
-13,-59,7
-14,-59,7
-14,-59,7
-15,-61,7
-18,-65,9
-18,-66,10
-18,-69,20
-22,-83,42
-22,-93,43
-33,-89,36
-40,-91,31
-51,-90,25
-50,-75,28
-46,-71,21
-48,-53,14
-40,-40,8
-34,-29,6
-17,-12,-2
-13,-6,-8
-12,-3,-7
-10,2,-5
-18,0,-2
-23,-3,1
-30,-9,7
-35,-13,11
-47,-17,14
-38,-26,19
-36,-39,25
-19,-56,35
16,-50,40
18,-54,32
4,-68,18
-25,-98,17
-38,-108,20
-35,-95,26
-28,-93,15
-23,-86,11
-18,-73,4
-13,-74,3
-10,-72,4
-11,-72,5
-12,-70,5
-13,-65,3
-12,-63,0
-12,-64,-1
-13,-64,-4
-13,-65,-5
-13,-65,-7
-11,-65,-9
-10,-65,-9
-9,-65,-9
-8,-64,-8
-6,-62,-8
-6,-61,-9
-5,-60,-10
-6,-59,-10
-7,-58,-10
-9,-58,-9
-9,-58,-9
-9,-58,-8
-9,-58,-8
-9,-59,-8
-10,-62,-8
-10,-65,-8
-10,-65,-8
-11,-65,-8
-11,-64,-8
-12,-64,-7
-12,-63,-7
-13,-64,-7
-12,-64,-7
-12,-64,-7
-12,-64,-7
-11,-65,-7
-11,-65,-8
-10,-65,-8
-10,-63,-8
-10,-63,-8
-10,-64,-8
-9,-66,-9
-8,-66,-9
-8,-66,-9
-9,-64,-8
-9,-62,-8
-9,-61,-7
-10,-60,-7
-10,-59,-6
-10,-59,-6
-11,-61,-6
-11,-61,-6
-12,-62,-6
-13,-63,-5
-14,-63,-4
-15,-64,-3
-17,-64,-1
-17,-64,-1
-17,-63,1
-17,-63,3
-16,-63,4
-14,-62,5
-11,-60,6
-11,-61,6
-11,-63,6
-12,-62,6
-14,-63,5
-14,-64,5
-13,-64,5
-12,-64,5
-11,-64,5
-10,-64,5
-10,-60,7
-11,-58,9
-11,-58,9
-10,-58,10
-9,-59,12
-9,-58,12
-11,-59,14
-19,-71,18
-38,-73,17
-42,-73,20
-35,-71,26
-40,-59,27
-37,-53,28
-46,-48,24
-53,-34,10
-44,-26,-4
-50,-15,-12
-52,-10,-16
-51,-22,-7
-62,-33,-13
-56,-30,-17
-48,-25,-18
-44,-24,-18
-45,-21,-26
-51,-18,-31
-51,-29,-30
-36,-8,-28
-36,-10,-20
-42,-14,-17
-39,-7,-45
-49,-5,-42
-56,-10,-29
-56,-15,-26
-42,-17,-31
-41,-19,-37
-48,-20,-37
-51,-23,-36
-41,-26,-46
-46,-28,-48
-50,-28,-49
-47,-29,-45
-50,-29,-44
-47,-27,-42
-45,-26,-41
-47,-28,-43
-49,-29,-45
-52,-29,-44
-55,-31,-43
-51,-32,-40
-48,-30,-36
-48,-28,-33
-44,-30,-30
-43,-31,-31
-43,-31,-31
-42,-32,-29
-40,-33,-28
-41,-34,-30
-39,-36,-31
-40,-37,-31
-41,-36,-29
-43,-35,-29
-43,-36,-29
-45,-37,-29
-46,-36,-28
-46,-37,-28
-42,-36,-27
-44,-34,-27
-44,-34,-26
-42,-34,-27
-43,-34,-30
-44,-35,-31
-45,-36,-31
-46,-36,-31
-44,-38,-31
-42,-38,-31
-42,-38,-31
-43,-38,-30
-42,-38,-30
-42,-38,-29
-41,-37,-29
-44,-36,-31
-45,-36,-31
-44,-33,-34
-43,-34,-37
-46,-34,-39
-43,-31,-40
-41,-28,-34
-49,-27,-37
-61,-23,-47
-66,-23,-45
-78,-21,-47
-69,-23,-45
-63,-24,-44
-59,-22,-44
-58,-22,-48
-54,-20,-49
-46,-18,-48
-40,-16,-45
-39,-14,-42
-37,-9,-37
-41,-2,-33
-42,0,-30
-39,5,-27
-40,7,-25
-43,10,-21
-46,13,-21
-49,15,-21
-51,16,-22
-45,19,-18
-45,20,-16
-54,22,-18
-50,21,-18
-56,22,-18
-57,18,-22
-56,17,-20
-56,18,-19
-57,12,-16
-58,9,-12
-61,3,-17
-54,-1,-25
-49,-2,-25
-58,7,-24
-55,7,-22
-50,9,-19
-58,17,-19
-66,12,-23
-79,6,-23
-73,-11,-17
-76,-10,-32
-76,-11,-29
-66,-6,-35
-49,0,-39
-49,5,-36
-63,14,-28
-65,21,-35
-48,28,-19
-54,24,-18
-59,26,-19
-68,17,-37
-67,14,-28
-62,15,-21
-76,15,-35
-84,15,-31
-61,13,-13
-70,11,5
-46,15,7
-35,9,18
-55,4,36
-43,2,51
-47,3,50
-44,0,52
-48,5,44
-36,7,56
-37,13,36
-38,20,21
-48,24,9
-66,28,0
-68,24,3
-72,19,-2
-54,23,8
-64,22,7
-51,19,17
-51,16,23
-56,17,24
-62,16,18
-60,18,15
-62,16,22
-64,18,16
-62,15,13
-63,16,13
-54,16,10
-56,16,16
-69,11,12
-60,13,6
-65,12,5
-66,13,5
-66,15,4
-65,16,4
-63,13,7
-61,15,2
-61,14,4
-64,13,5
-63,12,4
-65,12,4
-66,11,9
-64,11,9
-67,9,7
-64,11,10
-56,11,12
-65,10,15
-62,11,16
-69,12,12
-62,18,9
-50,17,16
-61,13,10
-64,14,18
-60,12,15
-58,10,12
-64,8,18
-62,9,17
-71,5,14
-65,8,13
-76,7,12
-70,12,9
-55,13,7
-62,14,8
-67,14,6
-60,15,5
-53,15,2
-61,17,10
-61,15,19
-62,16,17
-61,19,8
-60,19,9
-56,19,9
-55,20,5
-55,18,5
-57,16,5
-61,11,10
-60,11,9
-69,14,3
-62,16,1
-57,18,2
-63,20,5
-63,20,10
-61,19,12
-59,20,19
-57,20,17
-55,19,16
-73,15,10
-73,14,6
-77,13,10
-67,11,4
-82,11,-4
-59,10,-2
-64,11,-6
-60,10,-6
-56,9,-10
-63,5,-6
-74,3,-10
-54,7,-10
-64,6,-12
-60,7,-8
-65,9,0
-63,13,2
-62,13,2
-67,8,7
-70,7,4
-67,6,2
-51,14,-10
-61,15,-7
-70,14,4
-63,16,15
-64,16,17
-70,22,11
-67,22,8
-67,22,9
-67,17,17
-68,16,18
-61,15,17
-47,15,18
-55,12,7
-69,9,16
-52,8,35
-58,11,26
-12,14,43
-17,-2,48
-23,-12,40
-17,-18,68
-12,-2,56
4,5,64
32,34,79
2,30,69
-3,30,69
-28,22,58
-45,7,44
-53,-5,40
-15,0,49
-19,-10,59
-13,-7,64
-12,14,70
-11,38,82
-19,32,91
-36,39,84
-43,36,69
-46,16,44
-58,-10,37
-50,-24,40
-37,-18,37
-32,-14,37
-14,1,47
-1,36,60
-10,39,56
-32,49,60
-35,39,45
-60,20,36
-61,-11,42
-47,-5,59
-43,-12,68
-21,-4,72
-16,0,64
-14,12,72
-11,32,74
-28,31,54
-23,32,55
-37,17,47
-47,-12,50
-46,-19,52
-37,-22,51
-31,-22,50
-21,-19,57
-14,-8,47
-20,-9,44
-5,0,47
-16,6,51
-22,3,63
-32,2,73
-35,4,60
-42,0,50
-58,-4,39
-64,-9,31
-65,-10,33
-58,-10,41
-52,-10,41
-62,-5,28
-67,-6,11
-61,-6,13
-61,-6,7
-65,-4,0
-64,-10,0
-62,-13,-12
-57,-19,-18
-49,-20,-21
-42,-20,-18
-61,-13,-20
-68,-12,-21
-68,-17,-12
-69,-14,-17
-66,-12,-16
-57,-16,-18
-63,-16,-24
-57,-14,-25
-47,-16,-28
-49,-15,-34
-50,-16,-45
-53,-18,-51
-48,-18,-51
-29,-15,-43
-35,-18,-56
-41,-19,-66
-35,-14,-60
-39,-15,-57
-39,-17,-54
-36,-19,-47
-33,-20,-49
-32,-21,-46
-29,-24,-43
-29,-25,-43
-38,-29,-43
-30,-26,-41
-23,-28,-36
-30,-25,-37
-27,-27,-41
-33,-26,-48
-29,-28,-53
-27,-30,-54
-25,-32,-55
